Serial Number,Date and Time,State,Description,Project
16A0068753,04/21/2024 17:42,Pass,BCP21,ICT1
16A0068754,04/21/2024 17:43,Pass,BCP21,ICT3
16A0068755,04/21/2024 17:44,Fail,BCP21,ICT3
16A0068756,04/21/2024 17:45,Pass,BCP21,ICT4
16A0068757,04/21/2024 17:45,Pass,BCP21,ICT4
16A0068758,04/21/2024 17:46,Pass,BCP21,ICT1
16A0068759,04/21/2024 17:47,Pass,BCP21,ICT1
16A0068760,04/21/2024 17:48,Pass,BCP21,ICT1
16A0068761,04/21/2024 17:49,Fail,BCP21,ICT4
16A0068762,04/21/2024 17:50,Pass,BCP21,ICT4
16A0068763,04/21/2024 17:50,Pass,BCP21,ICT3
16A0068764,04/21/2024 17:51,Fail,BCP21,ICT4
16A0068765,04/21/2024 17:52,Pass,BCP21,ICT1
16A0068766,04/21/2024 17:53,Fail,BCP21,ICT3
16A0068767,04/21/2024 17:54,Fail,BCP21,ICT2
16A0068768,04/21/2024 17:55,Pass,BCP21,ICT1
16A0068769,04/21/2024 17:55,Pass,BCP21,ICT1
16A0068770,04/21/2024 17:56,Pass,BCP21,ICT4
16A0068771,04/21/2024 17:57,Pass,BCP21,ICT3
16A0068772,04/21/2024 17:58,Fail,BCP21,ICT4
16A0068773,04/21/2024 17:59,Fail,BCP21,ICT4
16A0068774,04/21/2024 18:00,Pass,BCP21,ICT4
16A0068775,04/21/2024 18:00,Pass,BCP21,ICT1
16A0068776,04/21/2024 18:01,Fail,BCP21,ICT4
16A0068777,04/21/2024 18:02,Pass,BCP21,ICT1
16A0068778,04/21/2024 18:03,Pass,BCP21,ICT3
16A0068779,04/21/2024 18:04,Pass,BCP21,ICT3
16A0068780,04/21/2024 18:05,Pass,BCP21,ICT2
16A0068781,04/21/2024 18:05,Pass,BCP21,ICT1
16A0068782,04/21/2024 18:06,Fail,BCP21,ICT4
16A0068783,04/21/2024 18:07,Pass,BCP21,ICT2
16A0068784,04/21/2024 18:08,Pass,BCP21,ICT4
16A0068785,04/21/2024 18:09,Fail,BCP21,ICT4
16A0068786,04/21/2024 18:10,Pass,BCP21,ICT4
16A0068787,04/21/2024 18:10,Pass,BCP21,ICT1
16A0068788,04/21/2024 18:11,Fail,BCP21,ICT1
16A0068789,04/21/2024 18:12,Pass,BCP21,ICT4
16A0068790,04/21/2024 18:13,Pass,BCP21,ICT3
16A0068791,04/21/2024 18:14,Fail,BCP21,ICT1
16A0068792,04/21/2024 18:15,Pass,BCP21,ICT4
16A0068793,04/21/2024 18:15,Fail,BCP21,ICT4
16A0068794,04/21/2024 18:16,Fail,BCP21,ICT1
16A0068795,04/21/2024 18:17,Pass,BCP21,ICT4
16A0068796,04/21/2024 18:18,Fail,BCP21,ICT1
16A0068797,04/21/2024 18:19,Pass,BCP21,ICT2
16A0068798,04/21/2024 18:20,Fail,BCP21,ICT3
16A0068799,04/21/2024 18:20,Pass,BCP21,ICT2
16A0068800,04/21/2024 18:21,Pass,BCP21,ICT4
16A0068801,04/21/2024 18:22,Pass,BCP21,ICT2
16A0068802,04/21/2024 18:23,Fail,BCP21,ICT2
16A0068803,04/21/2024 18:24,Fail,BCP21,ICT2
16A0068804,04/21/2024 18:25,Fail,BCP21,ICT3
16A0068805,04/21/2024 18:25,Fail,BCP21,ICT2
16A0068806,04/21/2024 18:26,Pass,BCP21,ICT4
16A0068807,04/21/2024 18:27,Pass,BCP21,ICT1
16A0068808,04/21/2024 18:28,Pass,BCP21,ICT1
16A0068809,04/21/2024 18:29,Fail,BCP21,ICT4
16A0068810,04/21/2024 18:30,Fail,BCP21,ICT4
16A0068811,04/21/2024 18:30,Fail,BCP21,ICT4
16A0068812,04/21/2024 18:31,Pass,BCP21,ICT4
16A0068813,04/21/2024 18:32,Pass,BCP21,ICT3
16A0068814,04/21/2024 18:33,Fail,BCP21,ICT4
16A0068815,04/21/2024 18:34,Pass,BCP21,ICT3
16A0068816,04/21/2024 18:35,Pass,BCP21,ICT4
16A0068817,04/21/2024 18:35,Pass,BCP21,ICT4
16A0068818,04/21/2024 18:36,Fail,BCP21,ICT3
16A0068819,04/21/2024 18:37,Pass,BCP21,ICT1
16A0068820,04/21/2024 18:38,Fail,BCP21,ICT3
16A0068821,04/21/2024 18:39,Fail,BCP21,ICT3
16A0068822,04/21/2024 18:40,Pass,BCP21,ICT3
16A0068823,04/21/2024 18:40,Pass,BCP21,ICT2
16A0068824,04/21/2024 18:41,Pass,BCP21,ICT1
16A0068825,04/21/2024 18:42,Pass,BCP21,ICT2
16A0068826,04/21/2024 18:43,Pass,BCP21,ICT3
16A0068827,04/21/2024 18:44,Fail,BCP21,ICT1
16A0068828,04/21/2024 18:45,Fail,BCP21,ICT3
16A0068829,04/21/2024 18:45,Fail,BCP21,ICT4
16A0068830,04/21/2024 18:46,Pass,BCP21,ICT1
16A0068831,04/21/2024 18:47,Fail,BCP21,ICT2
16A0068832,04/21/2024 18:48,Pass,BCP21,ICT3
16A0068833,04/21/2024 18:49,Fail,BCP21,ICT3
16A0068834,04/21/2024 18:50,Fail,BCP21,ICT3
16A0068835,04/21/2024 18:50,Pass,BCP21,ICT3
16A0068836,04/21/2024 18:51,Fail,BCP21,ICT3
16A0068837,04/21/2024 18:52,Fail,BCP21,ICT3
16A0068838,04/21/2024 18:53,Fail,BCP21,ICT3
16A0068839,04/21/2024 18:54,Pass,BCP21,ICT2
16A0068840,04/21/2024 18:55,Fail,BCP21,ICT3
16A0068841,04/21/2024 18:55,Fail,BCP21,ICT2
16A0068842,04/21/2024 18:56,Pass,BCP21,ICT2
16A0068843,04/21/2024 18:57,Pass,BCP21,ICT3
16A0068844,04/21/2024 18:58,Fail,BCP21,ICT3
16A0068845,04/21/2024 18:59,Pass,BCP21,ICT4
16A0068846,04/21/2024 19:00,Fail,BCP21,ICT1
16A0068847,04/21/2024 19:00,Pass,BCP21,ICT2
16A0068848,04/21/2024 19:01,Pass,BCP21,ICT4
16A0068849,04/21/2024 19:02,Pass,BCP21,ICT1
16A0068850,04/21/2024 19:03,Pass,BCP21,ICT2
16A0068851,04/21/2024 19:04,Pass,BCP21,ICT1
16A0068852,04/21/2024 19:05,Pass,BCP21,ICT4
16A0068853,04/21/2024 19:05,Fail,BCP21,ICT4
16A0068854,04/21/2024 19:06,Pass,BCP21,ICT4
16A0068855,04/21/2024 19:07,Fail,BCP21,ICT2
16A0068856,04/21/2024 19:08,Pass,BCP21,ICT4
16A0068857,04/21/2024 19:09,Fail,BCP21,ICT4
16A0068858,04/21/2024 19:10,Fail,BCP21,ICT1
16A0068859,04/21/2024 19:10,Pass,BCP21,ICT3
16A0068860,04/21/2024 19:11,Pass,BCP21,ICT1
16A0068861,04/21/2024 19:12,Fail,BCP21,ICT3
16A0068862,04/21/2024 19:13,Fail,BCP21,ICT1
16A0068863,04/21/2024 19:14,Pass,BCP21,ICT4
16A0068864,04/21/2024 19:15,Fail,BCP21,ICT1
16A0068865,04/21/2024 19:15,Pass,BCP21,ICT1
16A0068866,04/21/2024 19:16,Fail,BCP21,ICT2
16A0068867,04/21/2024 19:17,Pass,BCP21,ICT4
16A0068868,04/21/2024 19:18,Fail,BCP21,ICT3
16A0068869,04/21/2024 19:19,Fail,BCP21,ICT3
16A0068870,04/21/2024 19:20,Pass,BCP21,ICT1
16A0068871,04/21/2024 19:20,Fail,BCP21,ICT4
16A0068872,04/21/2024 19:21,Fail,BCP21,ICT2
16A0068873,04/21/2024 19:22,Fail,BCP21,ICT3
16A0068874,04/21/2024 19:23,Fail,BCP21,ICT4
16A0068875,04/21/2024 19:24,Fail,BCP21,ICT3
16A0068876,04/21/2024 19:25,Pass,BCP21,ICT1
16A0068877,04/21/2024 19:25,Fail,BCP21,ICT2
16A0068878,04/21/2024 19:26,Pass,BCP21,ICT2
16A0068879,04/21/2024 19:27,Pass,BCP21,ICT2
16A0068880,04/21/2024 19:28,Pass,BCP21,ICT1
16A0068881,04/21/2024 19:29,Fail,BCP21,ICT1
16A0068882,04/21/2024 19:30,Pass,BCP21,ICT1
16A0068883,04/21/2024 19:30,Fail,BCP21,ICT3
16A0068884,04/21/2024 19:31,Pass,BCP21,ICT4
16A0068885,04/21/2024 19:32,Fail,BCP21,ICT3
16A0068886,04/21/2024 19:33,Fail,BCP21,ICT2
16A0068887,04/21/2024 19:34,Fail,BCP21,ICT4
16A0068888,04/21/2024 19:35,Fail,BCP21,ICT1
16A0068889,04/21/2024 19:35,Pass,BCP21,ICT4
16A0068890,04/21/2024 19:36,Fail,BCP21,ICT3
16A0068891,04/21/2024 19:37,Fail,BCP21,ICT3
16A0068892,04/21/2024 19:38,Pass,BCP21,ICT3
16A0068893,04/21/2024 19:39,Pass,BCP21,ICT1
16A0068894,04/21/2024 19:40,Pass,BCP21,ICT4
16A0068895,04/21/2024 19:40,Fail,BCP21,ICT1
16A0068896,04/21/2024 19:41,Pass,BCP21,ICT1
16A0068897,04/21/2024 19:42,Fail,BCP21,ICT2
16A0068898,04/21/2024 19:43,Fail,BCP21,ICT3
16A0068899,04/21/2024 19:44,Pass,BCP21,ICT4
16A0068900,04/21/2024 19:45,Fail,BCP21,ICT2
16A0068901,04/21/2024 19:45,Pass,BCP21,ICT4
16A0068902,04/21/2024 19:46,Pass,BCP21,ICT2
16A0068903,04/21/2024 19:47,Pass,BCP21,ICT3
16A0068904,04/21/2024 19:48,Pass,BCP21,ICT3
16A0068905,04/21/2024 19:49,Pass,BCP21,ICT4
16A0068906,04/21/2024 19:50,Pass,BCP21,ICT3
16A0068907,04/21/2024 19:50,Fail,BCP21,ICT4
16A0068908,04/21/2024 19:51,Pass,BCP21,ICT3
16A0068909,04/21/2024 19:52,Fail,BCP21,ICT4
16A0068910,04/21/2024 19:53,Fail,BCP21,ICT3
16A0068911,04/21/2024 19:54,Fail,BCP21,ICT3
16A0068912,04/21/2024 19:55,Fail,BCP21,ICT1
16A0068913,04/21/2024 19:55,Fail,BCP21,ICT3
16A0068914,04/21/2024 19:56,Fail,BCP21,ICT1
16A0068915,04/21/2024 19:57,Fail,BCP21,ICT3
16A0068916,04/21/2024 19:58,Fail,BCP21,ICT1
16A0068917,04/21/2024 19:59,Fail,BCP21,ICT4
16A0068918,04/21/2024 20:00,Fail,BCP21,ICT2
16A0068919,04/21/2024 20:00,Fail,BCP21,ICT1
16A0068920,04/21/2024 20:01,Fail,BCP21,ICT1
16A0068921,04/21/2024 20:02,Pass,BCP21,ICT4
16A0068922,04/21/2024 20:03,Pass,BCP21,ICT1
16A0068923,04/21/2024 20:04,Fail,BCP21,ICT1
16A0068924,04/21/2024 20:05,Pass,BCP21,ICT3
16A0068925,04/21/2024 20:05,Pass,BCP21,ICT4
16A0068926,04/21/2024 20:06,Fail,BCP21,ICT4
16A0068927,04/21/2024 20:07,Fail,BCP21,ICT1
16A0068928,04/21/2024 20:08,Pass,BCP21,ICT3
16A0068929,04/21/2024 20:09,Pass,BCP21,ICT1
16A0068930,04/21/2024 20:10,Pass,BCP21,ICT4
16A0068931,04/21/2024 20:10,Fail,BCP21,ICT1
16A0068932,04/21/2024 20:11,Pass,BCP21,ICT3
16A0068933,04/21/2024 20:12,Fail,BCP21,ICT4
16A0068934,04/21/2024 20:13,Fail,BCP21,ICT1
16A0068935,04/21/2024 20:14,Pass,BCP21,ICT1
16A0068936,04/21/2024 20:15,Pass,BCP21,ICT3
16A0068937,04/21/2024 20:15,Pass,BCP21,ICT2
16A0068938,04/21/2024 20:16,Pass,BCP21,ICT4
16A0068939,04/21/2024 20:17,Pass,BCP21,ICT2
16A0068940,04/21/2024 20:18,Fail,BCP21,ICT2
16A0068941,04/21/2024 20:19,Fail,BCP21,ICT2
16A0068942,04/21/2024 20:20,Pass,BCP21,ICT1
16A0068943,04/21/2024 20:20,Pass,BCP21,ICT2
16A0068944,04/21/2024 20:21,Fail,BCP21,ICT3
16A0068945,04/21/2024 20:22,Fail,BCP21,ICT1
16A0068946,04/21/2024 20:23,Pass,BCP21,ICT4
16A0068947,04/21/2024 20:24,Pass,BCP21,ICT1
16A0068948,04/21/2024 20:25,Pass,BCP21,ICT4
16A0068949,04/21/2024 20:25,Pass,BCP21,ICT2
16A0068950,04/21/2024 20:26,Fail,BCP21,ICT4
16A0068951,04/21/2024 20:27,Pass,BCP21,ICT1
16A0068952,04/21/2024 20:28,Pass,BCP21,ICT3
16A0068953,04/21/2024 20:29,Pass,BCP21,ICT4
16A0068954,04/21/2024 20:30,Fail,BCP21,ICT2
16A0068955,04/21/2024 20:30,Fail,BCP21,ICT4
16A0068956,04/21/2024 20:31,Fail,BCP21,ICT3
16A0068957,04/21/2024 20:32,Pass,BCP21,ICT2
16A0068958,04/21/2024 20:33,Fail,BCP21,ICT4
16A0068959,04/21/2024 20:34,Fail,BCP21,ICT2
16A0068960,04/21/2024 20:35,Pass,BCP21,ICT2
16A0068961,04/21/2024 20:35,Fail,BCP21,ICT2
16A0068962,04/21/2024 20:36,Fail,BCP21,ICT1
16A0068963,04/21/2024 20:37,Fail,BCP21,ICT4
16A0068964,04/21/2024 20:38,Pass,BCP21,ICT2
16A0068965,04/21/2024 20:39,Pass,BCP21,ICT1
16A0068966,04/21/2024 20:40,Pass,BCP21,ICT3
16A0068967,04/21/2024 20:40,Fail,BCP21,ICT3
16A0068968,04/21/2024 20:41,Pass,BCP21,ICT2
16A0068969,04/21/2024 20:42,Fail,BCP21,ICT1
16A0068970,04/21/2024 20:43,Pass,BCP21,ICT1
16A0068971,04/21/2024 20:44,Pass,BCP21,ICT1
16A0068972,04/21/2024 20:45,Pass,BCP21,ICT4
16A0068973,04/21/2024 20:45,Pass,BCP21,ICT2
16A0068974,04/21/2024 20:46,Fail,BCP21,ICT4
16A0068975,04/21/2024 20:47,Fail,BCP21,ICT3
16A0068976,04/21/2024 20:48,Pass,BCP21,ICT4
16A0068977,04/21/2024 20:49,Pass,BCP21,ICT1
16A0068978,04/21/2024 20:50,Fail,BCP21,ICT1
16A0068979,04/21/2024 20:50,Fail,BCP21,ICT2
16A0068980,04/21/2024 20:51,Fail,BCP21,ICT3
16A0068981,04/21/2024 20:52,Fail,BCP21,ICT4
16A0068982,04/21/2024 20:53,Fail,BCP21,ICT4
16A0068983,04/21/2024 20:54,Fail,BCP21,ICT3
16A0068984,04/21/2024 20:55,Pass,BCP21,ICT1
16A0068985,04/21/2024 20:55,Fail,BCP21,ICT3
16A0068986,04/21/2024 20:56,Pass,BCP21,ICT1
16A0068987,04/21/2024 20:57,Fail,BCP21,ICT4
16A0068988,04/21/2024 20:58,Pass,BCP21,ICT2
16A0068989,04/21/2024 20:59,Fail,BCP21,ICT1
16A0068990,04/21/2024 21:00,Fail,BCP21,ICT3
16A0068991,04/21/2024 21:00,Fail,BCP21,ICT1
16A0068992,04/21/2024 21:01,Pass,BCP21,ICT4
16A0068993,04/21/2024 21:02,Fail,BCP21,ICT1
16A0068994,04/21/2024 21:03,Pass,BCP21,ICT2
16A0068995,04/21/2024 21:04,Pass,BCP21,ICT4
16A0068996,04/21/2024 21:05,Fail,BCP21,ICT2
16A0068997,04/21/2024 21:05,Fail,BCP21,ICT3
16A0068998,04/21/2024 21:06,Pass,BCP21,ICT2
16A0068999,04/21/2024 21:07,Fail,BCP21,ICT4
16A0069000,04/21/2024 21:08,Pass,BCP21,ICT4
16A0069001,04/21/2024 21:09,Pass,BCP21,ICT2
16A0069002,04/21/2024 21:10,Pass,BCP21,ICT1
16A0069003,04/21/2024 21:10,Pass,BCP21,ICT3
16A0069004,04/21/2024 21:11,Fail,BCP21,ICT2
16A0069005,04/21/2024 21:12,Pass,BCP21,ICT1
16A0069006,04/21/2024 21:13,Fail,BCP21,ICT1
16A0069007,04/21/2024 21:14,Fail,BCP21,ICT3
16A0069008,04/21/2024 21:15,Pass,BCP21,ICT1
16A0069009,04/21/2024 21:15,Pass,BCP21,ICT3
16A0069010,04/21/2024 21:16,Fail,BCP21,ICT3
16A0069011,04/21/2024 21:17,Pass,BCP21,ICT1
16A0069012,04/21/2024 21:18,Fail,BCP21,ICT1
16A0069013,04/21/2024 21:19,Fail,BCP21,ICT2
16A0069014,04/21/2024 21:20,Fail,BCP21,ICT3
16A0069015,04/21/2024 21:20,Pass,BCP21,ICT1
16A0069016,04/21/2024 21:21,Pass,BCP21,ICT2
16A0069017,04/21/2024 21:22,Pass,BCP21,ICT1
16A0069018,04/21/2024 21:23,Fail,BCP21,ICT3
16A0069019,04/21/2024 21:24,Pass,BCP21,ICT1
16A0069020,04/21/2024 21:25,Pass,BCP21,ICT2
16A0069021,04/21/2024 21:25,Fail,BCP21,ICT2
16A0069022,04/21/2024 21:26,Fail,BCP21,ICT3
16A0069023,04/21/2024 21:27,Fail,BCP21,ICT4
16A0069024,04/21/2024 21:28,Pass,BCP21,ICT1
16A0069025,04/21/2024 21:29,Fail,BCP21,ICT1
16A0069026,04/21/2024 21:30,Pass,BCP21,ICT3
16A0069027,04/21/2024 21:30,Pass,BCP21,ICT1
16A0069028,04/21/2024 21:31,Fail,BCP21,ICT4
16A0069029,04/21/2024 21:32,Pass,BCP21,ICT3
16A0069030,04/21/2024 21:33,Fail,BCP21,ICT1
16A0069031,04/21/2024 21:34,Pass,BCP21,ICT4
16A0069032,04/21/2024 21:35,Fail,BCP21,ICT1
16A0069033,04/21/2024 21:35,Pass,BCP21,ICT2
16A0069034,04/21/2024 21:36,Fail,BCP21,ICT3
16A0069035,04/21/2024 21:37,Fail,BCP21,ICT3
16A0069036,04/21/2024 21:38,Fail,BCP21,ICT2
16A0069037,04/21/2024 21:39,Pass,BCP21,ICT4
16A0069038,04/21/2024 21:40,Pass,BCP21,ICT3
16A0069039,04/21/2024 21:40,Fail,BCP21,ICT1
16A0069040,04/21/2024 21:41,Pass,BCP21,ICT3
16A0069041,04/21/2024 21:42,Pass,BCP21,ICT3
16A0069042,04/21/2024 21:43,Fail,BCP21,ICT2
16A0069043,04/21/2024 21:44,Pass,BCP21,ICT3
16A0069044,04/21/2024 21:45,Pass,BCP21,ICT3
16A0069045,04/21/2024 21:45,Fail,BCP21,ICT4
16A0069046,04/21/2024 21:46,Pass,BCP21,ICT2
16A0069047,04/21/2024 21:47,Pass,BCP21,ICT2
16A0069048,04/21/2024 21:48,Fail,BCP21,ICT1
16A0069049,04/21/2024 21:49,Fail,BCP21,ICT1
16A0069050,04/21/2024 21:50,Pass,BCP21,ICT2
16A0069051,04/21/2024 21:50,Fail,BCP21,ICT1
16A0069052,04/21/2024 21:51,Fail,BCP21,ICT3
16A0069053,04/21/2024 21:52,Pass,BCP21,ICT3
16A0069054,04/21/2024 21:53,Fail,BCP21,ICT4
16A0069055,04/21/2024 21:54,Pass,BCP21,ICT3
16A0069056,04/21/2024 21:55,Fail,BCP21,ICT3
16A0069057,04/21/2024 21:55,Fail,BCP21,ICT4
16A0069058,04/21/2024 21:56,Fail,BCP21,ICT1
16A0069059,04/21/2024 21:57,Pass,BCP21,ICT4
16A0069060,04/21/2024 21:58,Fail,BCP21,ICT4
16A0069061,04/21/2024 21:59,Fail,BCP21,ICT4
16A0069062,04/21/2024 22:00,Fail,BCP21,ICT3
16A0069063,04/21/2024 22:00,Fail,BCP21,ICT3
16A0069064,04/21/2024 22:01,Pass,BCP21,ICT2
16A0069065,04/21/2024 22:02,Fail,BCP21,ICT3
16A0069066,04/21/2024 22:03,Fail,BCP21,ICT1
16A0069067,04/21/2024 22:04,Pass,BCP21,ICT4
16A0069068,04/21/2024 22:05,Pass,BCP21,ICT4
16A0069069,04/21/2024 22:05,Fail,BCP21,ICT4
16A0069070,04/21/2024 22:06,Fail,BCP21,ICT3
16A0069071,04/21/2024 22:07,Fail,BCP21,ICT3
16A0069072,04/21/2024 22:08,Fail,BCP21,ICT1
16A0069073,04/21/2024 22:09,Pass,BCP21,ICT1
16A0069074,04/21/2024 22:10,Fail,BCP21,ICT4
16A0069075,04/21/2024 22:10,Pass,BCP21,ICT3
16A0069076,04/21/2024 22:11,Pass,BCP21,ICT4
16A0069077,04/21/2024 22:12,Fail,BCP21,ICT3
16A0069078,04/21/2024 22:13,Pass,BCP21,ICT2
16A0069079,04/21/2024 22:14,Fail,BCP21,ICT2
16A0069080,04/21/2024 22:15,Pass,BCP21,ICT1
16A0069081,04/21/2024 22:15,Pass,BCP21,ICT1
16A0069082,04/21/2024 22:16,Fail,BCP21,ICT1
16A0069083,04/21/2024 22:17,Fail,BCP21,ICT2
16A0069084,04/21/2024 22:18,Pass,BCP21,ICT2
16A0069085,04/21/2024 22:19,Fail,BCP21,ICT3
16A0069086,04/21/2024 22:20,Fail,BCP21,ICT4
16A0069087,04/21/2024 22:20,Fail,BCP21,ICT4
16A0069088,04/21/2024 22:21,Pass,BCP21,ICT1
16A0069089,04/21/2024 22:22,Pass,BCP21,ICT4
16A0069090,04/21/2024 22:23,Pass,BCP21,ICT3
16A0069091,04/21/2024 22:24,Pass,BCP21,ICT3
16A0069092,04/21/2024 22:25,Fail,BCP21,ICT1
16A0069093,04/21/2024 22:25,Pass,BCP21,ICT3
16A0069094,04/21/2024 22:26,Pass,BCP21,ICT3
16A0069095,04/21/2024 22:27,Pass,BCP21,ICT2
16A0069096,04/21/2024 22:28,Pass,BCP21,ICT4
16A0069097,04/21/2024 22:29,Pass,BCP21,ICT2
16A0069098,04/21/2024 22:30,Fail,BCP21,ICT1
16A0069099,04/21/2024 22:30,Pass,BCP21,ICT3
16A0069100,04/21/2024 22:31,Pass,BCP21,ICT1
16A0069101,04/21/2024 22:32,Pass,BCP21,ICT4
16A0069102,04/21/2024 22:33,Fail,BCP21,ICT2
16A0069103,04/21/2024 22:34,Pass,BCP21,ICT1
16A0069104,04/21/2024 22:35,Pass,BCP21,ICT3
16A0069105,04/21/2024 22:35,Fail,BCP21,ICT4
16A0069106,04/21/2024 22:36,Fail,BCP21,ICT4
16A0069107,04/21/2024 22:37,Pass,BCP21,ICT3
16A0069108,04/21/2024 22:38,Pass,BCP21,ICT2
16A0069109,04/21/2024 22:39,Fail,BCP21,ICT1
16A0069110,04/21/2024 22:40,Fail,BCP21,ICT2
16A0069111,04/21/2024 22:40,Fail,BCP21,ICT1
16A0069112,04/21/2024 22:41,Fail,BCP21,ICT3
16A0069113,04/21/2024 22:42,Fail,BCP21,ICT4
16A0069114,04/21/2024 22:43,Pass,BCP21,ICT4
16A0069115,04/21/2024 22:44,Pass,BCP21,ICT3
16A0069116,04/21/2024 22:45,Fail,BCP21,ICT2
16A0069117,04/21/2024 22:45,Fail,BCP21,ICT3
16A0069118,04/21/2024 22:46,Fail,BCP21,ICT2
16A0069119,04/21/2024 22:47,Fail,BCP21,ICT2
16A0069120,04/21/2024 22:48,Fail,BCP21,ICT2
16A0069121,04/21/2024 22:49,Fail,BCP21,ICT2
16A0069122,04/21/2024 22:50,Pass,BCP21,ICT1
16A0069123,04/21/2024 22:50,Pass,BCP21,ICT2
16A0069124,04/21/2024 22:51,Fail,BCP21,ICT4
16A0069125,04/21/2024 22:52,Pass,BCP21,ICT4
16A0069126,04/21/2024 22:53,Pass,BCP21,ICT3
16A0069127,04/21/2024 22:54,Pass,BCP21,ICT2
16A0069128,04/21/2024 22:55,Fail,BCP21,ICT4
16A0069129,04/21/2024 22:55,Fail,BCP21,ICT3
16A0069130,04/21/2024 22:56,Fail,BCP21,ICT1
16A0069131,04/21/2024 22:57,Fail,BCP21,ICT2
16A0069132,04/21/2024 22:58,Pass,BCP21,ICT2
16A0069133,04/21/2024 22:59,Pass,BCP21,ICT3
16A0069134,04/21/2024 23:00,Fail,BCP21,ICT2
16A0069135,04/21/2024 23:00,Pass,BCP21,ICT1
16A0069136,04/21/2024 23:01,Pass,BCP21,ICT1
16A0069137,04/21/2024 23:02,Fail,BCP21,ICT3
16A0069138,04/21/2024 23:03,Pass,BCP21,ICT4
16A0069139,04/21/2024 23:04,Fail,BCP21,ICT4
16A0069140,04/21/2024 23:05,Fail,BCP21,ICT4
16A0069141,04/21/2024 23:05,Pass,BCP21,ICT3
16A0069142,04/21/2024 23:06,Pass,BCP21,ICT4
16A0069143,04/21/2024 23:07,Pass,BCP21,ICT2
16A0069144,04/21/2024 23:08,Fail,BCP21,ICT2
16A0069145,04/21/2024 23:09,Pass,BCP21,ICT3
16A0069146,04/21/2024 23:10,Fail,BCP21,ICT3
16A0069147,04/21/2024 23:10,Fail,BCP21,ICT2
16A0069148,04/21/2024 23:11,Pass,BCP21,ICT2
16A0069149,04/21/2024 23:12,Fail,BCP21,ICT1
16A0069150,04/21/2024 23:13,Pass,BCP21,ICT3
16A0069151,04/21/2024 23:14,Fail,BCP21,ICT1
16A0069152,04/21/2024 23:15,Pass,BCP21,ICT1
16A0069153,04/21/2024 23:15,Pass,BCP21,ICT4
16A0069154,04/21/2024 23:16,Fail,BCP21,ICT4
16A0069155,04/21/2024 23:17,Pass,BCP21,ICT2
16A0069156,04/21/2024 23:18,Fail,BCP21,ICT4
16A0069157,04/21/2024 23:19,Fail,BCP21,ICT2
16A0069158,04/21/2024 23:20,Fail,BCP21,ICT1
16A0069159,04/21/2024 23:20,Pass,BCP21,ICT3
16A0069160,04/21/2024 23:21,Fail,BCP21,ICT3
16A0069161,04/21/2024 23:22,Fail,BCP21,ICT3
16A0069162,04/21/2024 23:23,Fail,BCP21,ICT3
16A0069163,04/21/2024 23:24,Fail,BCP21,ICT1
16A0069164,04/21/2024 23:25,Fail,BCP21,ICT4
16A0069165,04/21/2024 23:25,Pass,BCP21,ICT2
16A0069166,04/21/2024 23:26,Pass,BCP21,ICT4
16A0069167,04/21/2024 23:27,Fail,BCP21,ICT1
16A0069168,04/21/2024 23:28,Pass,BCP21,ICT2
16A0069169,04/21/2024 23:29,Fail,BCP21,ICT4
16A0069170,04/21/2024 23:30,Fail,BCP21,ICT3
16A0069171,04/21/2024 23:30,Fail,BCP21,ICT1
16A0069172,04/21/2024 23:31,Fail,BCP21,ICT2
16A0069173,04/21/2024 23:32,Fail,BCP21,ICT4
16A0069174,04/21/2024 23:33,Fail,BCP21,ICT2
16A0069175,04/21/2024 23:34,Pass,BCP21,ICT1
16A0069176,04/21/2024 23:35,Fail,BCP21,ICT4
16A0069177,04/21/2024 23:35,Pass,BCP21,ICT2
16A0069178,04/21/2024 23:36,Pass,BCP21,ICT3
16A0069179,04/21/2024 23:37,Pass,BCP21,ICT1
16A0069180,04/21/2024 23:38,Pass,BCP21,ICT4
16A0069181,04/21/2024 23:39,Pass,BCP21,ICT2
16A0069182,04/21/2024 23:40,Fail,BCP21,ICT2
16A0069183,04/21/2024 23:40,Fail,BCP21,ICT1
16A0069184,04/21/2024 23:41,Fail,BCP21,ICT2
16A0069185,04/21/2024 23:42,Fail,BCP21,ICT3
16A0069186,04/21/2024 23:43,Pass,BCP21,ICT1
16A0069187,04/21/2024 23:44,Pass,BCP21,ICT1
16A0069188,04/21/2024 23:45,Pass,BCP21,ICT3
16A0069189,04/21/2024 23:45,Pass,BCP21,ICT4
16A0069190,04/21/2024 23:46,Fail,BCP21,ICT2
16A0069191,04/21/2024 23:47,Pass,BCP21,ICT3
16A0069192,04/21/2024 23:48,Fail,BCP21,ICT4
16A0069193,04/21/2024 23:49,Fail,BCP21,ICT1
16A0069194,04/21/2024 23:50,Pass,BCP21,ICT1
16A0069195,04/21/2024 23:50,Fail,BCP21,ICT3
16A0069196,04/21/2024 23:51,Fail,BCP21,ICT1
16A0069197,04/21/2024 23:52,Fail,BCP21,ICT2
16A0069198,04/21/2024 23:53,Pass,BCP21,ICT3
16A0069199,04/21/2024 23:54,Pass,BCP21,ICT2
16A0069200,04/21/2024 23:55,Fail,BCP21,ICT1
16A0069201,04/21/2024 23:55,Pass,BCP21,ICT1
16A0069202,04/21/2024 23:56,Fail,BCP21,ICT4
